TaxoName, mean0_tolerant, mean1_sensitive
Bifidobacterium_bifidum,3.8315580000000002,1.4708821052631578
Olsenella_profusa,0.0023076666666666666,0.0019894736842105266
Olsenella_scatoligenes,0.04395716666666667,0.03348157894736842
Collinsella_intestinalis,0.26760683333333335,0.17384394736842101
Collinsella_stercoris,0.34660850000000004,0.24103684210526316
Enorma_massiliensis,0.11304166666666667,0.06938105263157895
[Collinsella]_massiliensis,0.26990983333333335,0.1718536842105263
Adlercreutzia_equolifaciens,0.16227333333333332,0.07593631578947367
Asaccharobacter_celatus,0.24353233333333335,0.13202842105263157
Denitrobacterium_detoxificans,0.020795,0.00971921052631579
Enterorhabdus_caecimuris,0.09105333333333335,0.051375789473684215
Slackia_isoflavoniconvertens,0.13661699999999996,0.02425157894736842
Thermoleophilum_album,0.0027040000000000002,0.0007123684210526316
Bacteroides_massiliensis,0.017076499999999998,0.17288131578947366
Bacteroides_plebeius,0.04489816666666666,1.4418721052631578
Kouleothrix_aurantiaca,0.0007411666666666667,0.00014000000000000001
Streptococcus_salivarius,0.44436133333333333,0.18925894736842103
Clostridium_disporicum,0.14302333333333334,0.029236315789473687
Clostridium_sp_CAG_299,0.0002795,0.05128842105263158
Eubacterium_sp_CAG_180,5.100597,1.6984084210526316
Eubacterium_sp_CAG_251,1.060123,0.0006015789473684211
Roseburia_hominis,1.1074208333333333,0.28399447368421055
Oscillibacter_sp_CAG_241,0.3507631666666667,0.09745473684210526
Intestinibacter_bartlettii,0.8365688333333333,0.28625947368421056
Romboutsia_ilealis,0.06262216666666667,0.01705078947368421
Coprobacillus_cateniformis,0.013666166666666667,0.0010005263157894736
Clostridium_spiroforme,0.4830671666666666,0.1678752631578947
Turicibacter_sanguinis,0.23937816666666664,0.05409947368421054
Phascolarctobacterium_succinatutens,0.052602166666666665,0.08433684210526315
