,top 100 features,top 100 feature values
0,1.8.4.2,0.042687317674403105
1,lanosterol,0.041992977765441475
2,LPE(16:1),0.040643931354494074
3,6.3.1.12,0.0391724032513128
4,LPE(18:1),0.037493174047144424
5,eicosanoylsphingosine (d20:1)*,0.03718404154626534
6,MAG(16:1),0.03650359908474626
7,2.4.1.301,0.036442348381148126
8,DCER(26:0),0.03571958593734274
9,3.6.3.9,0.03526232562001508
10,PC(16:0/14:0),0.03493287249565594
11,Bacteroides_cellulosilyticus,0.03485499194533624
12,1.13.11.4,0.03460383203946815
13,X - 23277,0.03411376835108971
14,1.1.1.287,0.033892824642383905
15,2.3.2.17,0.03363821102711937
16,Dorea_longicatena,0.033159519728937915
17,3.4.22.34,0.03313789930413029
18,Peptostreptococcus_anaerobius,0.032760370767490145
19,1.14.13.24,0.03268978800274056
20,sphingosine,0.03264070939599497
21,heptadecasphingosine (d17:1),0.03263190933312503
22,Prevotella_timonensis,0.03258856001080478
23,Intestinibacter_bartlettii,0.03206324480259533
24,SM(18:1),0.031984259605005116
25,MAG(16:0),0.031726082020936006
26,4-cholesten-3-one,0.03158361855112132
27,MAG(22:1),0.03157087851181688
28,Porphyromonas_uenonis,0.0314072272198449
29,4.1.2.2,0.03126806553138394
30,3.4.17.4,0.03109817568382842
31,hexadecasphingosine (d16:1)*,0.030972313762864502
32,Ruminococcus_sp_CAG_488,0.030533584243869805
33,LPC(17:0),0.030428600964641228
34,Ruminococcus_sp_CAG_563,0.030404257213949154
35,3.2.1.33,0.030257293470984416
36,Firmicutes_bacterium_CAG_170,0.03025729347098438
37,LPE(15:0),0.029932375452339254
38,2.6.1.59,0.029403417428341447
39,carboxyethyl-GABA,0.029386703657031554
40,sphinganine,0.029318267577892063
41,Clostridium_sp_CAG_167,0.02930752432591964
42,pipecolate,0.029252506585138612
43,13-HODE + 9-HODE,0.029197135187739746
44,2.7.1.200,0.029060299552880937
45,3-ketosphinganine,0.028904154958287458
46,"N,N-dimethyl-5-aminovalerate",0.02888657597404247
47,Lactobacillus_crispatus,0.02878081236608046
48,2-hydroxymyristate,0.028693045408517637
49,3.2.1.32,0.028541258174579188
50,X - 25212,0.028290462196523126
51,PC(16:0/16:0),0.028142148431778313
52,Prevotella_disiens,0.02806570358149247
53,Bacteroides_nordii,0.02805135055404644
54,Clostridium_sp_CAG_510,0.028031678964418993
55,phytanate,0.027989453817182118
56,DAG(16:0/20:4),0.02792282320762994
57,LPE(16:0),0.02775872933220418
58,MAG(18:0),0.027658817996240412
59,SM(24:0),0.027481504071247574
60,6.2.1.13,0.027408889115683482
61,LPC(16:0),0.02737833597850076
62,PC(16:0/12:0),0.027341891315420024
63,MAG(15:0),0.027231773115555663
64,SM(14:0),0.02720270113296299
65,MAG(17:0),0.02715838610078966
66,X - 23753,0.027057927262551247
67,21-hydroxypregnanolone monosulfate (1),0.026891435747480496
68,Dialister_sp_CAG_357,0.026786506426982187
69,6.2.1.25,0.02670617083262053
70,LPC(18:2),0.02668861281554568
71,"12,13-DiHOME",0.02667306998332401
72,Actinomyces_graevenitzii,0.02665968981283373
73,X - 25797,0.026652869148103206
74,MAG(20:1),0.02651983289972952
75,MAG(20:3),0.026484599212184885
76,3.1.3.13,0.0263990288532947
77,3.1.21.4,0.026170270414747496
78,2-hydroxysebacate,0.025932456236638472
79,PE(18:0/20:4),0.025836239925625372
80,2-hydroxynervonate*,0.02580263290070898
81,1.1.1.266,0.025760785608610448
82,N-carbamoylsarcosine,0.02574702629766263
83,5.4.2.3,0.025638210056816546
84,4.2.2.22,0.025606350366885126
85,Roseburia_inulinivorans,0.025584748451166994
86,2.6.1.53,0.02543258344627677
87,MAG(20:2),0.02538007848906886
88,FFA(22:0),0.025352768982942822
89,coprostanol,0.025237854741447935
90,stigmastadienone,0.02520134500028002
91,Streptococcus_mitis,0.02510937628678787
92,Eubacterium_eligens,0.025099345555782436
93,PE(P-18:1/16:1),0.025078491734297995
94,TAG52:8-FA16:1,0.025073991829804215
95,Firmicutes_bacterium_CAG_145,0.02505651650153748
96,Roseburia_hominis,0.024962182416791465
97,3.6.3.53,0.024814341479278565
98,2.6.1.90,0.024670179744141506
99,4.3.1.2,0.02463195474807047
