,top 100 features,top 100 feature values
0,Bacteroides_cellulosilyticus,0.25583615315312747
1,Eubacterium_rectale,0.254160607625021
2,Eubacterium_sp_CAG_251,0.2313482090116885
3,Gemella_bergeri,0.2207007359441855
4,Romboutsia_ilealis,0.21236424357361625
5,Butyricimonas_synergistica,0.21005860164947987
6,Roseburia_inulinivorans,0.20935658154040612
7,Fusicatenibacter_saccharivorans,0.20869297028618172
8,Alistipes_inops,0.20783681736700255
9,Acidaminococcus_intestini,0.20654917205181295
10,Ruminococcus_sp_CAG_563,0.19896911038654969
11,Streptococcus_peroris,0.1970331187294444
12,Pseudoflavonifractor_capillosus,0.1968772399986805
13,Catenibacterium_mitsuokai,0.19625504493512758
14,Ruminococcus_sp_CAG_488,0.19510304233773273
15,Clostridium_sp_CAG_167,0.19207857273727225
16,Paraprevotella_clara,0.19163081228407086
17,Faecalibacterium_prausnitzii,0.184418185274619
18,Lactobacillus_curvatus,0.18379901309709834
19,Eubacterium_callanderi,0.18238457265887087
20,Parasutterella_excrementihominis,0.17990533962710537
21,Enterobacter_cloacae_complex,0.17892163452393023
22,Bacteroides_uniformis,0.1787124129413069
23,Bifidobacterium_breve,0.17744027840496635
24,Bacteroides_nordii,0.1769536947910088
25,Intestinibacter_bartlettii,0.17665414220275788
26,Roseburia_hominis,0.17505907929739073
27,Coprobacter_fastidiosus,0.17192884292537403
28,Bifidobacterium_bifidum,0.17147000822376188
29,Bacteroides_coprophilus,0.16844322731642122
30,Lachnospiraceae_bacterium_oral_taxon_096,0.16594209453057873
31,Prevotella_sp_885,0.1657646517820082
32,Streptococcus_pasteurianus,0.16376604255469063
33,Coprococcus_comes,0.1600574002294874
34,Alistipes_putredinis,0.1584671468439487
35,Flavonifractor_plautii,0.15601523503487108
36,Anaerotruncus_sp_CAG_528,0.1551836789411289
37,Bacteroides_massiliensis,0.15290409559812562
38,Dorea_sp_CAG_317,0.1523544139175082
39,Streptococcus_gordonii,0.1518714755971122
40,Bacteroides_stercoris,0.15133160648292687
41,Bacteroides_coprocola,0.14954155911091208
42,Bacteroides_salyersiae,0.14869939128069193
43,Ruminococcaceae_bacterium_D16,0.14867885114529023
44,Dorea_longicatena,0.14825929401177157
45,Actinomyces_naeslundii,0.1453342512239978
46,Alistipes_indistinctus,0.14496618447859644
47,Alistipes_onderdonkii,0.14131271299262207
48,Clostridium_spiroforme,0.13941608326291227
49,Hydrogenibacillus_schlegelii,0.1393444590688179
50,Barnesiella_intestinihominis,0.13867902643020352
51,Clostridium_sp_CAG_299,0.1367580564461861
52,Prevotella_copri,0.13591506587970023
53,Paraprevotella_xylaniphila,0.13481956646267748
54,Catabacter_hongkongensis,0.1346560460445806
55,Streptococcus_mitis,0.13448967240472964
56,Megasphaera_sp_MJR8396C,0.1324116425311813
57,Peptostreptococcus_anaerobius,0.13170611109537006
58,Eubacterium_sp_OM08_24,0.13092704716984332
59,Turicimonas_muris,0.13091533572106068
60,Clostridium_innocuum,0.13018235768732406
61,Firmicutes_bacterium_CAG_145,0.13004166031733577
62,Parabacteroides_johnsonii,0.12993948965831498
63,Denitrobacterium_detoxificans,0.12922161412703542
64,Porphyromonas_uenonis,0.12818306634775822
65,Actinomyces_graevenitzii,0.1280108133548222
66,Bacteroides_fragilis,0.12796605466691746
67,Streptococcus_australis,0.12700104553026748
68,Sharpea_azabuensis,0.12691893577896268
69,Fretibacterium_fastidiosum,0.12636366340878452
70,Enorma_massiliensis,0.12616082477337054
71,Oscillibacter_sp_CAG_241,0.12540028665711941
72,Clostridium_symbiosum,0.12432751605808852
73,[Collinsella]_massiliensis,0.12366212413509592
74,Roseburia_intestinalis,0.12184149548664455
75,Fusobacterium_periodonticum,0.12147074152104756
76,Clostridium_disporicum,0.12106597365303373
77,Anaerofustis_stercorihominis,0.12039679591724142
78,Slackia_isoflavoniconvertens,0.11984578209270616
79,Eubacterium_siraeum,0.11965823022113256
80,Butyricimonas_virosa,0.11924779295527538
81,Clostridium_aldenense,0.11922304681415459
82,Megasphaera_sp_DISK_18,0.11918996384613975
83,Bacteroides_coagulans,0.11886871343099178
84,Bacteroides_eggerthii,0.11708237253811969
85,Dialister_sp_CAG_357,0.11704655627077981
86,Prevotella_timonensis,0.11643795793630698
87,Fimbriiglobus_ruber,0.11461595516102495
88,Bacteroides_intestinalis,0.11336702742433256
89,Lachnoclostridium_sp_An118,0.11280446264027089
90,Blautia_hydrogenotrophica,0.11214206609726861
91,Bacteroides_plebeius,0.11206335398911454
92,Streptococcus_sanguinis,0.11173546308109095
93,Adlercreutzia_equolifaciens,0.11022891316412957
94,Clostridium_sp_CAG_510,0.11005882062365352
95,Enterorhabdus_caecimuris,0.10879718211912359
96,Kouleothrix_aurantiaca,0.10793744452972888
97,Eubacterium_sp_CAG_38,0.10734580925236407
98,Lactobacillus_helveticus,0.10689508733438433
99,Massiliomicrobiota_timonensis,0.10668584496146724
