,top 100 features,top 100 feature values
0,X - 23587,0.05321921319757706
1,6.3.1.12,0.05255850297501594
2,Bacteroides_coagulans,0.04832041905386134
3,3.6.3.35,0.0472907678269361
4,2.6.1.59,0.046973858031084045
5,2.4.1.301,0.046407170267256256
6,2.3.2.17,0.046315808190390134
7,6.2.1.13,0.04582452538564692
8,Bacteroides_cellulosilyticus,0.04342779291437318
9,Intestinibacter_bartlettii,0.04312965025270592
10,1.8.4.2,0.04280662564379608
11,1.1.1.287,0.04259126998653687
12,Bacteroides_massiliensis,0.042188271864631074
13,LPE(16:1),0.041972595306090224
14,brilliant blue FCF (blue 1),0.041916447543437194
15,eicosanoylsphingosine (d20:1)*,0.04159022229520337
16,3.4.17.4,0.04036323358719568
17,Clostridium_sp_CAG_167,0.03961576945513627
18,4.1.1.64,0.039613598519844036
19,LPE(18:1),0.03806575817024144
20,3.2.1.32,0.0375965308032769
21,DCER(26:0),0.03751825691689627
22,X - 15856,0.03747880423555299
23,3.1.21.4,0.03710785993364094
24,1.13.11.4,0.036771221038845156
25,1.14.13.24,0.03656849188487159
26,"N,N-dimethyl-5-aminovalerate",0.03629281164089615
27,Eubacterium_rectale,0.036272517702622506
28,2.7.7.49,0.03620089263851158
29,N-acetylproline,0.035888747354025
30,Clostridium_sp_CAG_510,0.035682223256124676
31,3.4.22.34,0.03554791046288491
32,3.2.1.70,0.03532987335115844
33,sphingosine,0.035313419963284555
34,lithocholate,0.03514377276027894
35,MAG(17:0),0.034931108757637934
36,Bacteroides_nordii,0.034812848846962396
37,PE(P-18:1/16:0),0.03477728786666673
38,spermidine,0.03475890837533214
39,FFA(18:1),0.0346316151458733
40,TAG56:7-FA22:4,0.03460016384403816
41,3.5.4.43,0.03439892596938554
42,2.7.1.200,0.034292427068156675
43,3-ketosphinganine,0.03420327299969064
44,PC(16:0/14:0),0.034056720567701884
45,Ruminococcus_sp_CAG_488,0.034001191642305355
46,Ruminococcus_sp_CAG_563,0.03398345332858331
47,N-carbamoylsarcosine,0.033909270559142474
48,"N,N-dimethylalanine",0.03368024322044892
49,5.4.2.3,0.03363010746030763
50,3.4.22.37,0.03358436846184727
51,Actinomyces_sp_oral_taxon_414,0.033046909453085416
52,o-Tyrosine,0.0329847812485782
53,4.1.2.42,0.032916921601792465
54,FFA(22:0),0.032695892829884596
55,X - 17852,0.032602514261102715
56,6.3.2.49,0.03235894947155869
57,pipecolate,0.032277909584092185
58,1.6.99.n1,0.032177583196200774
59,3.6.3.9,0.03216244435621929
60,2-(4-hydroxyphenyl)propionate,0.03212517068784261
61,MAG(16:1),0.03178781453325147
62,3.4.21.96,0.03169750990658513
63,heptadecasphingosine (d17:1),0.03160898115966335
64,4.1.2.2,0.031543605352747334
65,3.5.1.82,0.03132951083443647
66,2.7.1.27,0.03127145085793983
67,2'-deoxyadenosine,0.03118416668521176
68,MAG(18:0),0.03117353741880095
69,Roseburia_inulinivorans,0.031002673537951858
70,3.1.3.13,0.0309451785023821
71,SM(18:1),0.030907099415636564
72,"1,3,7-trimethylurate",0.03088199750616675
73,Lactobacillus_curvatus,0.030875232856097848
74,X - 17877,0.03081251666670328
75,LPE(15:0),0.03078209339734695
76,MAG(16:0),0.030569798139048036
77,3.5.3.8,0.03048631750490484
78,lignoceroylcarnitine (C24)*,0.03043187256056605
79,2.6.1.29,0.03041663964592848
80,Butyricimonas_synergistica,0.03027544073728748
81,X - 17910,0.03019259476908043
82,pimelate (C7-DC),0.030092697877562007
83,4-cholesten-3-one,0.030010160659290873
84,MAG(20:3),0.030007973936583884
85,DCER(20:0),0.030004335535347607
86,Clostridium_aldenense,0.029990858231768645
87,X - 23780,0.029958998252719853
88,X - 25212,0.029767782650542293
89,2-hydroxymyristate,0.029736467856045574
90,MAG(22:5),0.02973188577339198
91,LPE(17:0),0.029702282271162866
92,Lactobacillus_helveticus,0.02948401922098863
93,3-hydroxyvalerate,0.029413371589949902
94,Clostridium_asparagiforme,0.02939364042326412
95,MAG(20:2),0.029368915182812202
96,1.1.98.2,0.029312672655146817
97,Peptostreptococcus_anaerobius,0.02923968290613879
98,xanthopterin,0.02923262169717012
99,triethanolamine,0.02919793425095476
